trial_number,state,iterations,learning_rate,depth,l2_leaf_reg,mse,rmse,mae
124,COMPLETE,828,0.10599505236738761,4,0.005264992696143362,0.09411867716782454,0.3067876744066237,0.21436546403287354
125,COMPLETE,809,0.04303948800867545,4,0.001209796193017959,0.09160047740383398,0.302655707700737,0.2163350222909344
126,COMPLETE,667,0.05240485028742666,4,0.0020001388182277267,0.09412426264780499,0.3067967774403848,0.22004713620427707
127,COMPLETE,755,0.07966893242310581,4,0.003796207022644258,0.09212247728033297,0.30351684842909954,0.21355763472616018
128,COMPLETE,850,0.09015496553706559,4,0.007775606332090494,0.09561782838855049,0.3092213258954668,0.21364122042420805
129,COMPLETE,916,0.0735516259034398,4,0.006133777201871635,0.09064471110782259,0.30107260105798833,0.21125230985583804
130,COMPLETE,461,0.09580325943991977,5,0.0026084055149069524,0.09197881144522464,0.30328008745254714,0.21556320618685984
131,COMPLETE,889,0.06409588006509881,4,0.0031973351787358325,0.09246953789426049,0.3040880429978471,0.21216617712385408
132,COMPLETE,563,0.05706885290281593,4,1.6480992316318324e-06,0.0958450533387918,0.3095885226212235,0.22329090629394258
133,COMPLETE,949,0.06934907112898193,4,0.004847155230608969,0.08859536316259718,0.29764973234087944,0.20775710516433432
134,COMPLETE,951,0.0707529997998655,4,0.009973243535553098,0.09082486512504367,0.30137163954998103,0.21260191723203434
135,COMPLETE,974,0.06892589714283398,4,0.004753861201532239,0.08718277049629769,0.2952672865325546,0.20712821839466464
136,COMPLETE,967,0.06815076439390975,4,0.004826534009456333,0.09442902407687012,0.3072930589467815,0.21147042539690894
137,COMPLETE,978,0.059402270898273095,4,0.0020226226171549304,0.09212240037174417,0.3035167217333242,0.2136208445662567
138,COMPLETE,933,0.0813233776334873,4,0.0014107233178893394,0.08978192994804969,0.29963632948634533,0.2086378501201153
139,COMPLETE,932,0.08297948029263313,8,0.0015133753704950432,0.13683244048193993,0.36990869208757443,0.2587087611978959
140,COMPLETE,999,0.016747069312046916,4,0.0010159698374617684,0.11297345088031932,0.33611523452577885,0.24642620113255265
141,COMPLETE,939,0.048422019982635345,4,0.003936817856883985,0.08761935033565567,0.29600565929666894,0.2087676720835305
142,COMPLETE,955,0.03882792655460368,4,0.003926076030561231,0.09003427000176074,0.30005711123344625,0.2125431325897478
143,COMPLETE,947,0.04100362533520831,4,0.003150764100549702,0.0906446650942894,0.3010725246419696,0.2127066312676688
144,COMPLETE,974,0.03766747996090991,4,0.004324474634297397,0.09235953065921645,0.3039071086026394,0.21577858648421275
145,COMPLETE,907,0.04709255019475917,4,0.002494650919082955,0.09001449930598036,0.30002416453675923,0.21380104645813253
146,COMPLETE,914,0.03153392407822255,4,0.002387572631549035,0.09417336445985494,0.3068767903570665,0.21951066040008702
147,COMPLETE,952,0.04697253455606809,4,0.0016191983439789715,0.09269349818895785,0.3044560693909022,0.21601156233912552
148,COMPLETE,923,0.039004851252786146,4,0.0013388557460469028,0.09152732922899674,0.30253483969453293,0.21386028081542635
149,COMPLETE,982,0.03334294704540196,4,0.0023541027328974275,0.09184325487532853,0.30305652092526986,0.21593132494522888
150,COMPLETE,962,0.044059253733401194,7,0.0031608528110150308,0.10812558502295787,0.32882455051738135,0.23127033539927366
151,COMPLETE,891,0.04868171303223612,4,0.003921492016263806,0.09080123920876385,0.3013324396887329,0.2130545828593291
152,COMPLETE,906,0.053469228611120016,4,0.005638588992179654,0.0928396355049979,0.3046959722493848,0.2136625158108392
153,COMPLETE,875,0.05018792573005007,4,0.0019673413089047473,0.08856252086563601,0.29759455785621486,0.21051399940965282
154,COMPLETE,934,0.05040183421872674,4,0.002101197670827751,0.08726281502747966,0.2954028013196213,0.21056146869086662
155,COMPLETE,933,0.04575927304561568,4,0.0007453085040770923,0.0954460535575611,0.3089434471833981,0.2151513552706534
156,COMPLETE,939,0.04956797679508762,4,0.00048131335874687165,0.08958834460841217,0.2993131213435391,0.2115266133370725
157,COMPLETE,940,0.050412725941223445,4,0.0005072749808843495,0.0872025499777519,0.29530077883024947,0.2101641889647452
158,COMPLETE,940,0.042421029680232133,4,0.0005077815833930862,0.09299062479004218,0.30494364198986373,0.21703264621082197
159,COMPLETE,999,0.04911269475221709,4,0.000991856030026662,0.08945697091803875,0.29909358220804194,0.21115331540855647
160,COMPLETE,991,0.05084178894763691,4,0.00022642196570673822,0.09123550824991812,0.30205216147201813,0.21227140370652003
161,COMPLETE,957,0.0490590318470193,4,0.00029152896493393803,0.09050438433621584,0.3008394660549308,0.21237454490330998
162,COMPLETE,977,0.05416220381392999,4,0.000732501205359727,0.09337665545910931,0.3055759405763309,0.21359485874386427
163,COMPLETE,906,0.0448030256768137,4,0.0004558739415839744,0.08864350340400518,0.2977305886267066,0.2128290637050815
164,COMPLETE,905,0.04444870248888006,4,0.0004442503760753651,0.0944284796376936,0.3072921730823836,0.2180370971409986
165,COMPLETE,924,0.05675056851774284,4,0.001094056481484919,0.09055831423366789,0.3009290850577057,0.21209011639570785
166,COMPLETE,939,0.04701625518779973,4,0.00010115231881735902,0.09177877889464672,0.3029501260845533,0.2138804219128234
167,COMPLETE,998,0.0508015792475742,4,0.0005748331914327933,0.08846905796337187,0.2974374858073069,0.20925412883888786
168,COMPLETE,975,0.049983875691216005,4,0.00032578119432248495,0.09138548025275628,0.3023003146752518,0.2111412939130969
